term_id	locale	title	slug	genre_term_id	genre_name	genre_slug
17948	nl	Live Jazz	live-jazz__jazz-nl	16766	Jazz	jazz
17330	nl	Lüdeke Straightahead	ludeke-straightahead__jazz-nl	16766	Jazz	jazz
43400	nl	Luister tienen	luister-tienen	3266	Klassiek	klassieke-muziek
187330	nl	Luister!	luister__klassiek-nl	3266	Klassiek	klassieke-muziek
31212	nl	L’Esprit Baroque	lesprit-baroque__oud-nl	3048	Oud	oude-muziek
37895	nl	Madge-point	madgepoint__klassiek-nl	3266	Klassiek	klassieke-muziek
17374	nl	Mariama	mariama__wereld-nl	16972	Wereld	wereldmuziek
67874	nl	Masumi Nagasawa en haar bijzondere harpen	masumi-nagasawa-en-haar-bijzondere-harpen__klassiek-nl	3266	Klassiek	klassieke-muziek
184466	nl	Meesterpianisten	meesterpianisten__klassiek-nl	3266	Klassiek	klassieke-muziek
17450	nl	Metamorfosen	metamorfosen__wereld-nl	16972	Wereld	wereldmuziek
31356	nl	Mexico	mexico	17242	Raakvlakken	culturele-raakvlakken
230584	nl	Miles &amp; Coltrane at 100: Specials	miles-coltrane-at-100-specials__jazz-nl	16766	Jazz	jazz
17164	nl	Missa est	missa-est	3048	Oud	oude-muziek
19763	nl	Missa Etcetera	missa-etcetera__oud-nl	3048	Oud	oude-muziek
24854	nl	Moanin’ the Blues	moanin-the-blues__jazz-nl	16766	Jazz	jazz
29158	nl	Moments of Modern Jazz	moments-of-modern-jazz__jazz-nl	16766	Jazz	jazz
32600	nl	Mondriaan Kwartet	mondriaan-kwartet	3266	Klassiek	klassieke-muziek
31176	nl	Musica Maluku!	musica-maluku	16972	Wereld	wereldmuziek
31606	nl	Musicians Corner	musicians-corner__jazz-nl	16766	Jazz	jazz
25681	nl	Muziek uit het nieuwe Europa	muziek-uit-het-nieuwe-europa	3266	Klassiek	klassieke-muziek
208584	nl	Muziekmakers	muziekmakers__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
208580	nl	Muziekmakers der Nederlanden	muziekmakers-der-nederlanden__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17370	nl	My Own Label	my-own-label	16766	Jazz	jazz
18074	nl	Nederlandse Muziek	nederlandse-muziek	3266	Klassiek	klassieke-muziek
188151	nl	Neo Bop	neo_bop__jazz-nl	16766	Jazz	jazz
27674	nl	New Folk Sounds on Air	new-folk-sounds-on-air__wereld-nl	16972	Wereld	wereldmuziek
17750	nl	Nieuw verschenen	nieuw-verschenen__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17752	nl	Nieuw verschenen	nieuw-verschenen__jazz-nl	16766	Jazz	jazz
17754	nl	Nieuw verschenen	nieuw-verschenen__klassiek-nl	3266	Klassiek	klassieke-muziek
23964	nl	Nieuw verschenen	nieuw-verschenen-moderne-muziek	3320	Modern	moderne-muziek-nl
17760	nl	Nieuw verschenen	nieuw-verschenen__oud-nl	3048	Oud	oude-muziek
17939	nl	Nieuw verschenen	nieuw-verschenen__wereld-nl	16972	Wereld	wereldmuziek
45750	nl	Nieuwe Muziek	nieuwe-muziek__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17118	nl	Nieuwe Muziek Actua	nieuwe-muziek-actua	3324	Hedendaags	hedendaagse-muziek
47455	nl	Nikolaj Mjaskovski	nikolaj-mjaskovski__klassiek-nl	3266	Klassiek	klassieke-muziek
29307	nl	NL Symfonisch	nl-symfonisch	3266	Klassiek	klassieke-muziek
145092	nl	Noorderlicht	noorderlicht__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
188167	nl	Nordic Sounds	nordic_sounds__jazz-nl	16766	Jazz	jazz
27889	nl	Nuove Musiche	nuove-musiche__oud-nl	3048	Oud	oude-muziek
155789	nl	O Brasil da Lil	o-brasil-da-lil__wereld-nl	16972	Wereld	wereldmuziek
209197	nl	O Brazil de Lil	o-brazil-de-lil	16972	Wereld	wereldmuziek
17232	nl	Ochtendeditie	ochtendeditie__klassiek-nl	3266	Klassiek	klassieke-muziek
17861	nl	Off the Beaten Track(s)	off-the-beaten-tracks__jazz-nl	16766	Jazz	jazz
17723	nl	Off the Record	off-the-record__jazz-nl	16766	Jazz	jazz
142377	nl	Omzwervingen in de Joodse muziek	omzwervingen-in-de-joodse-muziek__wereld-nl	16972	Wereld	wereldmuziek
168856	nl	On Cloud Nine	on-cloud-nine__oud-nl	3048	Oud	oude-muziek
42292	nl	Onbekend is Onbemind?	onbekend-is-onbemind__klassiek-nl	3266	Klassiek	klassieke-muziek
157807	nl	Ongehoord	ongehoord__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17594	nl	Ongehoorde Scores	ongehoorde-scores__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
31168	nl	Oorlog en Vrede	oorlog-en-vrede	3266	Klassiek	klassieke-muziek
54158	nl	Open Doek	open-doek__klassiek-nl	3266	Klassiek	klassieke-muziek
58073	nl	Opera Avond	opera-avond	17470	Opera	opera
101476	nl	Opera in de 20ste eeuw	opera-in-de-20ste-eeuw__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
62403	nl	Opera in de 20ste eeuw	opera-in-de-20ste-eeuw__klassiek-nl	3266	Klassiek	klassieke-muziek
124680	nl	Opera in de 20ste eeuw	opera-in-de-20ste-eeuw__modern-nl	3320	Modern	moderne-muziek-nl
78208	nl	Opera in de 20ste eeuw	opera-in-de-20ste-eeuw__opera-nl	17470	Opera	opera
17384	nl	OpgeHoesd	opgehoesd__crosslinks-nl	5191	Crosslinks	crosslinks
17562	nl	OpgeHoesd	opgehoesd-jazz	16766	Jazz	jazz
17382	nl	OpgeHoesd	opgehoesd__wereld-nl	16972	Wereld	wereldmuziek
66370	nl	Orgelwerk	orgelwerk__oud-nl	3048	Oud	oude-muziek
17208	nl	Oriënt Express	orient-express__wereld-nl	16972	Wereld	wereldmuziek
17170	nl	Oude Muziek Actua	oude-muziek-actua__oud-nl	3048	Oud	oude-muziek
36920	nl	Overige	overige__crosslinks-nl	5191	Crosslinks	crosslinks
28062	nl	Overige	overige__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17360	nl	Overige	overige__jazz-nl	16766	Jazz	jazz
17200	nl	Overige	overige__klassiek-nl	3266	Klassiek	klassieke-muziek
28305	nl	Overige	overige__modern-nl	3320	Modern	moderne-muziek-nl
17499	nl	Overige	overige__oud-nl	3048	Oud	oude-muziek
17522	nl	Overige	overige__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
23079	nl	Overige	overige__wereld-nl	16972	Wereld	wereldmuziek
17202	nl	Pakrammel	pakrammel__crosslinks-nl	5191	Crosslinks	crosslinks
27590	nl	Pakrammel	pakrammel__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
77541	nl	Panorama De Leeuw	panorama-de-leeuw__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
42538	nl	Panorama De Leeuw	panorama-de-leeuw__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
34028	nl	Passiemuziek	passiemuziek	3266	Klassiek	klassieke-muziek
34030	nl	Passiemuziek	passiemuziek-culturele-raakvlakken	17242	Raakvlakken	culturele-raakvlakken
191872	nl	Past, Present &amp; Future	past-present-future__jazz-nl	16766	Jazz	jazz
58282	nl	Paul Korenhofs Opera Actueel	paul-korenhofs-opera-actueel__klassiek-nl	3266	Klassiek	klassieke-muziek
17532	nl	Paul Korenhofs Opera Actueel	paul-korenhofs-opera-actueel__opera-nl	17470	Opera	opera
42650	nl	Pentatunes	pentatunes__klassiek-nl	3266	Klassiek	klassieke-muziek
17574	nl	Perotinus &amp; Co	perotinus-co	3048	Oud	oude-muziek
24080	nl	Pluto	pluto__crosslinks-nl	5191	Crosslinks	crosslinks
24078	nl	Pluto	pluto__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
18696	nl	Poesie album	poesie-album	17242	Raakvlakken	culturele-raakvlakken
59885	nl	Popart	popart__crosslinks-nl	5191	Crosslinks	crosslinks
17204	nl	Popart	popart__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
89714	nl	Portamento	portamento__crosslinks-nl	5191	Crosslinks	crosslinks
189274	nl	ProgJazz	progjazz__jazz-nl	16766	Jazz	jazz
147702	nl	Radio Elastica	radio-elastica__crosslinks-nl	5191	Crosslinks	crosslinks
218398	nl	Radio Monalisa	radio-monalisa	3324	Hedendaags	hedendaagse-muziek
65978	nl	Radio Monalisa	radio-monalisa__modern-nl	3320	Modern	moderne-muziek-nl
32102	nl	Radio Monalisa	radio-monalisa__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
63843	nl	Radio Muziek-essay	radio-muziek-essay__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
53856	nl	Radio Resistencia	radio-resistencia__crosslinks-nl	5191	Crosslinks	crosslinks
58297	nl	Radio Resistencia	radio-resistencia__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
62276	nl	Radio Romantica	radio-romantica__klassiek-nl	3266	Klassiek	klassieke-muziek
43309	nl	Radio Rondje Evenaar	radio-rondje-evenaar__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
175987	nl	Ratatouille	ratatouille__klassiek-nl	3266	Klassiek	klassieke-muziek
141675	nl	Re:light	re_light__crosslinks-nl	5191	Crosslinks	crosslinks
217045	nl	Rec/Play	rec_play__jazz-nl	16766	Jazz	jazz
141669	nl	Resonator	resonator__crosslinks-nl	5191	Crosslinks	crosslinks
17958	nl	Revival	revival-jazz	16766	Jazz	jazz
17318	nl	Rhythm is our Business	rhythm-is-our-business__jazz-nl	16766	Jazz	jazz
173889	nl	Ritmundo	ritmundo__wereld-nl	16972	Wereld	wereldmuziek
212921	nl	Roots &amp; Routes	roots-routes__wereld-nl	16972	Wereld	wereldmuziek
17434	nl	Rossini Compleet	rossini-compleet	3266	Klassiek	klassieke-muziek
188155	nl	Round Midnight	round_midnight__jazz-nl	16766	Jazz	jazz
76719	nl	Rush Hour	rush-hour__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
77188	nl	Rush Hour	rush-hour__modern-nl	3320	Modern	moderne-muziek-nl
21556	nl	Russische sprookjes	russische-sprookjes	17242	Raakvlakken	culturele-raakvlakken
187322	nl	Sanssouci	sanssouci__klassiek-nl	3266	Klassiek	klassieke-muziek
22539	nl	Sax-o-Foon	sax-o-foon	3266	Klassiek	klassieke-muziek
227920	nl	Schatgraven	schatgraven__klassiek-nl	3266	Klassiek	klassieke-muziek
55348	nl	Sensenta	sensenta__crosslinks-nl	5191	Crosslinks	crosslinks
55346	nl	Sensenta	sensenta__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
25782	nl	Serie Jordi Savall	serie-jordi-savall__oud-nl	3048	Oud	oude-muziek
217754	nl	Shades of Blue	shades-of-blue__jazz-nl	16766	Jazz	jazz
23905	nl	Solta a Franga	solta-a-franga__wereld-nl	16972	Wereld	wereldmuziek
28224	nl	Sonoor	sonoor__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
55668	nl	Sound the Trumpet, Strike the Viol!	sound-the-trumpet-strike-the-viol__oud-nl	3048	Oud	oude-muziek
47206	nl	Space Exposure	space-exposure__crosslinks-nl	5191	Crosslinks	crosslinks
17314	nl	Spinning the Blues	spinning-the-blues__crosslinks-nl	5191	Crosslinks	crosslinks
17312	nl	Spinning the Blues	spinning-the-blues__jazz-nl	16766	Jazz	jazz
26696	nl	Stars and Stripes	stars-and-stripes	3266	Klassiek	klassieke-muziek
17306	nl	Stemmen van de Nacht	stemmen-van-de-nacht	17030	Nachten	nachten
232409	nl	Stoorzender	stoorzender__crosslinks-nl	5191	Crosslinks	crosslinks
17124	nl	Super Audio	super-audio	3266	Klassiek	klassieke-muziek
188159	nl	Swing it Back	swing_it_back__jazz-nl	16766	Jazz	jazz
43984	nl	Take Two	take-two__jazz-nl	16766	Jazz	jazz
106109	nl	Tango Fusión	tango-fusion__wereld-nl	16972	Wereld	wereldmuziek
44466	nl	Tango: lied van Buenos Aires	tango-lied-van-buenos-aires__wereld-nl	16972	Wereld	wereldmuziek
163345	nl	Tangos Despreciados	tangos-despreciados__wereld-nl	16972	Wereld	wereldmuziek
64051	nl	Terra Incognita	terra-incognita__crosslinks-nl	5191	Crosslinks	crosslinks
17323	nl	The Art of the Improvisers	the-art-of-the-improvisers__jazz-nl	16766	Jazz	jazz
188171	nl	The Balancing Act	the_balancing_act__jazz-nl	16766	Jazz	jazz
27498	nl	ThE BlessinG ForcE	the-blessing-force-pop	5191	Crosslinks	crosslinks
26670	nl	ThE BlessinG ForcE	the-blessing-force	3324	Hedendaags	hedendaagse-muziek
32658	nl	The English Song	the-english-song	3266	Klassiek	klassieke-muziek
21972	nl	The Great American Songbook	the-great-american-songbook__jazz-nl	16766	Jazz	jazz
155194	nl	The Great American Songbook	the-great-american-songbook-jazz	16766	Jazz	jazz
23836	nl	The Great American Songbook	the-great-american-songbook-wereldmuziek	16972	Wereld	wereldmuziek
17291	nl	The Jazz Connection	the-jazz-connection__jazz-nl	16766	Jazz	jazz
18042	nl	The Sound of Movies	the-sound-of-movies__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
17248	nl	Thema	thema__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17690	nl	Thema	thema__klassiek-nl	3266	Klassiek	klassieke-muziek
39552	nl	Thema	thema__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
69530	nl	Three of a Kind	three-of-a-kind__jazz-nl	16766	Jazz	jazz
204119	nl	Tijdsignaal	tijdsignaal__klassiek-nl	3266	Klassiek	klassieke-muziek
17866	nl	Traditional Jazz	traditional-jazz__jazz-nl	16766	Jazz	jazz
170319	nl	Turkenburg Time Travels	turkenburg-time-travels__jazz-nl	16766	Jazz	jazz
31795	nl	Tussen Concertzaal en Filmtheater	tussen-concertzaal-en-filmtheater__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
17408	nl	Tussen Droom en Daad	tussen-droom-en-daad__klassiek-nl	3266	Klassiek	klassieke-muziek
232183	nl	Tussen Je Oren	tussen-je-oren__crosslinks-nl	5191	Crosslinks	crosslinks
16770	nl	Tussen Swing en Bop	tussen-swing-en-bop__jazz-nl	16766	Jazz	jazz
50700	nl	Ujazz	ujazz__jazz-nl	16766	Jazz	jazz
188175	nl	UK Jazz	uk_jazz__jazz-nl	16766	Jazz	jazz
23673	nl	Van lucht tot toon	van-lucht-tot-toon	3266	Klassiek	klassieke-muziek
17564	nl	Villa-Lobos	villa-lobos	3266	Klassiek	klassieke-muziek
31366	nl	Vitezslav Novak	vitezslav-novak	3266	Klassiek	klassieke-muziek
195165	nl	Vlaamse Meesters op de Bok	vlaamse-meesters-op-de-bok	3266	Klassiek	klassieke-muziek
31194	nl	Vocal Jazz	vocale-jazz__jazz-nl	16766	Jazz	jazz
31742	nl	Vredenburg Actueel	vredenburg-actueel	3266	Klassiek	klassieke-muziek
34016	nl	Vredenburg live!	vredenburg-live__klassiek-nl	16972	Wereld	wereldmuziek
27520	nl	Vrije Radicalen	vrije-radicalen__crosslinks-nl	5191	Crosslinks	crosslinks
32844	nl	Vrije Radicalen	vrije-radicalen__modern-nl	3320	Modern	moderne-muziek-nl
27522	nl	Vrije Radicalen	vrije-radicalen__wereld-nl	16972	Wereld	wereldmuziek
59743	nl	Vrije Radicalen / Folk It!	vrije-radicalen--folk-it__crosslinks-nl	5191	Crosslinks	crosslinks
28379	nl	Vrouwelijke componisten	vrouwelijke-componisten__klassiek-nl	3266	Klassiek	klassieke-muziek
38467	nl	W.O. I	wo-i__klassiek-nl	3266	Klassiek	klassieke-muziek
34911	nl	Wagner 200	wagner-200	3266	Klassiek	klassieke-muziek
17210	nl	Wereldmineralen	wereldmineralen__wereld-nl	16972	Wereld	wereldmuziek
58075	nl	WereldMuze	wereldmuze	16972	Wereld	wereldmuziek
16976	nl	Wereldmuziek Actua	wereldmuziek-actua__wereld-nl	16972	Wereld	wereldmuziek
108372	nl	Wereldmuziek Club	wereldmuziek-club__wereld-nl	16972	Wereld	wereldmuziek
36005	nl	Wereldmuziek NL!	wereldmuziek-nl__wereld-nl	16972	Wereld	wereldmuziek
126742	nl	Willem Brons presenteert	willem-brons-presenteert__klassiek-nl	3266	Klassiek	klassieke-muziek
29396	nl	Wind Vibes	wind-vibes	3266	Klassiek	klassieke-muziek
132693	nl	Winter Solstice	winter-solstice__crosslinks-nl	5191	Crosslinks	crosslinks
191799	nl	World of Jazz Live	world-of-jazz-live__jazz-nl	16766	Jazz	jazz
188163	nl	World of Jazz, The Night Mix	world_of_jazz_the_night_mix__jazz-nl	16766	Jazz	jazz
30611	nl	X-Rated	xrated__crosslinks-nl	5191	Crosslinks	crosslinks
32233	nl	X-Ray	xray__crosslinks-nl	5191	Crosslinks	crosslinks
24400	nl	Young Professionals Live	young-professionals-live__klassiek-nl	3266	Klassiek	klassieke-muziek
37576	nl	Zuiver klassiek	zuiver-klassiek__klassiek-nl	3266	Klassiek	klassieke-muziek
30790	nl	Zwerven door de Barok	zwerven-door-de-barok__oud-nl	3048	Oud	oude-muziek
127169	nl	Zwerven door de Klassieke Periode	zwerven-door-de-klassieke-periode__klassiek-nl	3266	Klassiek	klassieke-muziek
203064	nl	Zwerven door de Klassieke Periode	zwerven-door-de-klassieke-periode__oud-nl	3048	Oud	oude-muziek
17254	nl	Zwerven door de Middeleeuwen	zwerven-door-de-middeleeuwen__oud-nl	3048	Oud	oude-muziek
25448	nl	Zwerven door de Renaissance	zwerven-door-de-renaissance__oud-nl	3048	Oud	oude-muziek
189377	nl	Zwerven door de Romantiek	zwerven-door-de-romantiek__klassiek-nl	3266	Klassiek	klassieke-muziek
17024	nl	¡Mambo!	mambo__wereld-nl	16972	Wereld	wereldmuziek
